time,LSTM,CNN,GRU,bilstm,cnn-bilstm,cnn-gru,cnn-gru-attention,emd-cnn-gru-attention,eemd-cnn-gru-attention,iceemdan-cnn-gru-attention,vmd-cnn-gru-attention,iceemdan-cnn-gru-attention-arima,vmd-cnn-gru-attention-arima,vmd-cnn-gru-attention-vmd-arima,
2017/9/8 10:30,6.72102894,7.079864,6.5987306,6.3820348,5.8628702,5.8106699,6.2251363,5.8336487,6.5156703,6.72102894,5.829813563,5.829813563,6.813722598,6.873063561,
2017/9/8 10:45,6.96018415,7.5646434,6.9689546,6.8009615,6.4064479,6.3568325,6.7233281,5.9952164,6.8083396,6.96018415,7.074384936,7.074384936,6.753547712,6.692108533,
2017/9/8 11:00,6.776784411,7.5080414,6.9773545,6.8163838,6.356987,6.20087,6.7289066,6.5036678,6.6105084,6.776784411,6.432108026,6.432108026,7.010810633,6.95450545,
2017/9/8 11:15,5.506240478,7.7266207,7.0371051,6.992415,6.3800797,6.2837839,6.7753706,4.3576732,5.5767932,5.506240478,5.070501288,5.070501288,5.816343893,5.564534855,
2017/9/8 11:30,4.088748355,6.5686145,5.9054551,5.9092202,5.0279856,4.8964205,5.4118481,3.1563823,4.1213651,4.088748355,4.29068422,4.29068422,4.312862575,4.509387286,
2017/9/8 11:45,3.56147486,5.3222585,4.9277391,4.7727051,4.0688028,3.9376926,4.253365,2.8273456,3.7305923,3.56147486,3.074652423,3.074652423,3.274319934,3.117345143,
2017/9/8 12:00,6.27934024,4.2346344,4.0386667,3.6330168,3.1939874,3.0362544,3.0667052,4.1064444,5.8974628,6.27934024,6.199702981,6.199702981,6.345626003,6.524313337,
2017/9/8 12:15,8.59047653,7.146543,6.3984132,6.1979485,6.3923149,6.2306428,6.407196,7.1632881,8.0546284,8.59047653,8.250999349,8.250999349,8.199508907,8.489121168,
2017/9/8 12:30,8.749277293,9.1081314,8.2954922,8.2372541,8.6529436,8.3266115,8.4916191,7.7802014,8.5613565,8.749277293,8.277319561,8.277319561,9.01452259,9.068977423,
2017/9/8 12:45,7.99679217,9.5468512,8.8183117,8.7369127,8.5952311,8.391922,8.9171162,7.683187,8.2705584,7.99679217,8.166261935,8.166261935,9.017802562,8.802071092,
2017/9/8 13:00,7.46710825,9.1066599,8.4620619,8.4206982,7.8808942,7.7617431,8.4051304,7.7132301,7.9397631,7.46710825,7.652460228,7.652460228,7.589254035,7.734935701,
2017/9/8 13:15,8.23748414,8.1992292,7.5417795,7.5282836,6.8193817,6.6370721,7.2186823,7.7718453,8.3487844,8.23748414,8.238665722,8.238665722,8.022822506,8.192126871,
2017/9/8 13:30,9.128024467,8.8519688,7.9697776,8.0361881,7.7788424,7.7046452,7.8106585,7.8910432,9.0414238,9.128024467,8.968142789,8.968142789,9.061176664,9.269928575,
2017/9/8 13:45,8.82253476,9.7353468,8.9164457,8.8696918,9.2248926,8.986578,9.0108719,8.1596603,8.7577686,8.82253476,8.145991874,8.145991874,8.778678931,8.705981745,
2017/9/8 14:00,8.288045239,9.1143723,8.6893826,8.4641857,8.5215025,8.4235001,8.6858568,8.5899391,8.2883062,8.288045239,7.966292962,7.966292962,8.282736133,8.466112369,
2017/9/8 14:15,8.97915962,8.8185596,8.4751921,8.0849609,7.880156,7.8954167,8.2020283,8.5236778,8.7022972,8.97915962,9.035727728,9.035727728,8.947911213,9.030583085,
2017/9/8 14:30,9.29366461,9.5155268,8.9900331,8.7199211,8.7790365,8.6505699,8.8660269,7.6605544,9.0377359,9.29366461,8.996025813,8.996025813,9.028819433,9.183103651,
2017/9/8 14:45,9.29032618,9.8543968,9.1658411,9.0852385,9.0301914,8.8417959,9.0978374,7.9907041,9.1083326,9.29032618,9.06699161,9.06699161,9.191114367,9.332590629,
2017/9/8 15:00,9.968640734,10.085028,9.2826471,9.287261,9.1874275,9.0312996,9.270216,9.036684,9.6848574,9.968640734,9.618087334,9.618087334,10.05027439,9.90279911,
2017/9/8 15:15,11.95187922,10.301432,9.6435118,9.5647926,9.7451353,9.4598331,9.6876049,10.94046,11.492164,11.95187922,11.48562835,11.48562835,11.40894119,11.48217856,
2017/9/8 15:30,14.54961449,11.835123,11.297954,10.977049,11.721206,11.070412,11.356344,13.648952,13.796033,14.54961449,14.32490496,14.32490496,14.53734442,14.93371164,
2017/9/8 15:45,15.48835342,15.01937,14.591261,13.993287,14.731149,13.90783,14.624356,14.95993,15.022891,15.48835342,15.19640523,15.19640523,15.05878629,14.93924204,
2017/9/8 16:00,17.15272516,15.212437,14.930528,14.435852,14.626582,13.812856,14.910877,15.284318,16.574539,17.15272516,16.77628838,16.77628838,17.01596046,17.21537908,
2017/9/8 16:15,19.16752585,16.983818,16.997276,16.096668,16.543495,15.815229,16.944124,17.870012,18.526752,19.16752585,18.87676821,18.87676821,19.0493827,19.19343733,
2017/9/8 16:30,20.10742932,18.910816,19.16984,18.02882,18.394175,17.630991,18.932438,19.230917,19.646809,20.10742932,19.90293919,19.90293919,19.82895568,19.86332929,
2017/9/8 16:45,20.55388072,19.754539,20.052887,18.946627,19.311546,18.433226,19.789392,20.076746,20.170719,20.55388072,20.18941292,20.18941292,20.34849082,20.36275005,
2017/9/8 17:00,20.89147084,20.207607,20.361794,19.429129,19.617201,18.714869,20.151596,19.913893,20.368532,20.89147084,20.73568198,20.73568198,20.72315921,20.82306873,
2017/9/8 17:15,20.56699114,20.424091,20.572754,19.711918,20.033945,19.146154,20.548361,19.387001,19.946081,20.56699114,20.08566219,20.08566219,20.04851539,20.23396794,
2017/9/8 17:30,20.2421212,20.190559,20.202951,19.538612,19.634676,18.667967,20.172298,19.999249,19.679428,20.2421212,19.92856636,19.92856636,19.91698379,19.96222626,
2017/9/8 17:45,20.61033493,20.092539,19.757427,19.345484,19.22744,18.218502,19.821606,19.821415,20.072332,20.61033493,20.39710083,20.39710083,20.42852435,20.58231372,
2017/9/8 18:00,20.27051502,20.650198,20.128065,19.960159,20.012934,18.949144,20.61623,19.112011,20.167107,20.27051502,19.82651465,19.82651465,20.18536982,20.24156556,
2017/9/8 18:15,20.44321021,20.434387,19.852262,19.779518,19.566626,18.459433,20.336649,19.628922,20.29026,20.44321021,20.49585124,20.49585124,20.57204112,20.58556105,
2017/9/8 18:30,21.39838924,20.921385,20.140337,20.194916,20.050983,18.922188,20.712749,20.465704,21.120356,21.39838924,21.3304906,21.3304906,20.38893833,20.82197135,
2017/9/8 18:45,22.72399922,21.037914,20.184391,20.382988,20.04874,18.958424,20.853746,21.641937,22.293768,22.72399922,22.27746525,22.27746525,23.19864374,23.38530737,
2017/9/8 19:00,21.1647093,23.453901,22.416586,22.64036,23.082584,21.759539,23.462992,21.986086,21.304611,21.1647093,21.1885288,21.1885288,20.96113184,20.68416434,
2017/9/8 19:15,20.55730808,21.226744,20.347412,20.733677,19.805088,18.683851,20.83831,18.877979,20.260923,20.55730808,20.47912432,20.47912432,20.94805362,21.06385443,
2017/9/8 19:30,19.79189656,21.354996,20.433737,20.673353,20.566881,19.500851,20.970881,19.240627,19.457293,19.79189656,19.60438451,19.60438451,19.53775624,19.86562451,
2017/9/8 19:45,19.36610852,20.135489,19.289469,19.618172,18.808439,17.822544,19.76248,19.61797,19.062403,19.36610852,19.78097239,19.78097239,19.20483119,19.23797283,
2017/9/8 20:00,20.18184266,19.975363,19.063072,19.283993,19.000759,17.881081,19.562386,19.491444,19.743332,20.18184266,19.55827717,19.55827717,20.29119556,20.55359377,
2017/9/8 20:15,21.36973808,20.888317,19.764105,20.171967,19.770853,18.564053,20.550896,19.379511,21.153845,21.36973808,21.54216236,21.54216236,20.69485285,20.68500596,
2017/9/8 20:30,23.12308778,21.090872,20.08293,20.414549,20.214624,19.038984,21.054123,22.480515,22.631741,23.12308778,22.83028495,22.83028495,23.33823019,23.7767286,
2017/9/8 20:45,22.63959416,23.624056,22.456594,22.856014,23.304802,21.892994,23.6868,22.662918,22.661903,22.63959416,22.31699188,22.31699188,22.47318598,22.54889406,
2017/9/8 21:00,22.62679819,22.951317,21.882545,22.301708,21.75947,20.56151,22.6964,21.280092,22.435247,22.62679819,23.22850773,23.22850773,22.21166255,22.52232347,
2017/9/8 21:15,22.82324819,22.652657,21.659258,22.082304,21.954762,20.814543,22.380871,22.104525,22.648081,22.82324819,22.22894407,22.22894407,22.88460818,22.96178414,
2017/9/8 21:30,22.53371985,23.114132,22.098402,22.43285,22.156843,21.02845,22.799137,21.185328,22.152647,22.53371985,22.67416162,22.67416162,22.56502651,22.50813535,
2017/9/8 21:45,21.19326661,22.808134,21.780066,22.192108,22.038216,20.804361,22.589306,20.503918,20.868055,21.19326661,21.13071311,21.13071311,21.24225536,21.33192794,
2017/9/8 22:00,20.62822616,21.722406,20.686121,21.158119,20.675282,19.432081,21.320583,20.636314,20.467535,20.62822616,20.3418754,20.3418754,20.60925186,20.83853103,
2017/9/8 22:15,21.86630255,21.023155,20.011919,20.400972,20.048029,18.912163,20.731998,21.108732,21.430315,21.86630255,22.37731863,22.37731863,21.60004667,21.82816581,
2017/9/8 22:30,22.71089867,22.001942,20.874313,21.348877,21.321306,20.090708,21.953632,21.381624,22.31933,22.71089867,22.33961274,22.33961274,22.7126402,23.19168193,
2017/9/8 22:45,21.97427494,23.474771,22.062918,22.681332,22.648924,21.23354,23.326561,21.486153,22.070658,21.97427494,22.10011917,22.10011917,21.86691452,21.92048115,
2017/9/8 23:00,21.76183618,22.391714,21.090727,21.85087,21.293877,20.017883,22.114466,21.47599,22.001133,21.76183618,22.01934118,22.01934118,22.04585689,22.20227222,
