time,LSTM,CNN,GRU,bilstm,cnn-bilstm,cnn-gru,cnn-gru-attention,emd-cnn-gru-attention,eemd-cnn-gru-attention,iceemdan-cnn-gru-attention,vmd-cnn-gru-attention,iceemdan-cnn-gru-attention-arima,vmd-cnn-gru-attention-arima,vmd-cnn-gru-attention-vmd-arima
2017/9/7 10:15,0.63805473,0.15450507,0.15450507,0.21615958,0.87732834,0.36182114,0.32750279,-1.0490329,0.13285938,-0.000663076,-0.138232016,-0.068964014,-0.138232016,-0.138232016
2017/9/7 10:30,0.68849784,0.20248121,0.20248121,0.27148485,0.64812273,0.15872046,0.24016336,-1.0814579,0.24754301,0.030230854,0.040557711,-0.112743803,0.040557711,0.040557711
2017/9/7 10:45,0.80767351,0.3062233,0.3062233,0.36059311,0.64252609,0.17828509,0.27626461,-0.91546655,0.3099474,-0.079111192,-0.066404372,-0.164844242,-0.066404372,-0.066404372
2017/9/7 11:00,0.80364537,0.39968419,0.39968419,0.43808803,0.63673633,0.14088246,0.21998882,-0.69372439,0.36760023,-0.15590718,-0.028212804,-0.300962431,-0.028212804,-0.028212804
2017/9/7 11:15,0.75913161,0.27657327,0.27657327,0.30900413,0.55075687,0.088003606,0.13963103,-0.48096418,0.40347469,-0.183934644,-0.068197162,-0.267401535,-0.068197162,-0.068197162
2017/9/7 11:30,0.7606557,0.34160131,0.34160131,0.3693901,0.55075687,0.088003606,0.16309491,-0.003693581,0.79916489,0.335772385,0.215670804,0.248730751,0.215670804,0.215670804
2017/9/7 11:45,0.86521304,0.45422152,0.45422152,0.48089543,0.64855903,0.1969156,0.34134215,0.39888,1.4031335,1.367245637,1.253789187,1.485465728,1.253789187,1.253789187
2017/9/7 12:00,1.5317496,1.5238718,1.5238718,1.5283067,1.2675352,0.90569967,1.4690826,0.64782238,1.7752262,1.49638705,1.348301744,1.382865046,1.348301744,1.348301744
2017/9/7 12:15,1.9030617,1.7878311,1.7878311,1.7913024,1.4292259,1.0711951,1.6089736,0.14110017,1.3973837,0.514636466,0.085908184,0.344586486,0.085908184,0.085908184
2017/9/7 12:30,1.2417337,0.56633306,0.56633306,0.59093499,0.84499878,0.33326384,0.28741843,-0.80322361,0.92351127,0.332868505,0.259994583,0.605570975,0.259994583,0.259994583
2017/9/7 12:45,1.1705759,0.69450057,0.69450057,0.72383839,0.73563904,0.29731891,0.18935165,-0.676085,0.7627722,0.40282261,0.157162969,0.315027317,0.157162969,0.157162969
2017/9/7 13:00,1.156092,0.61712348,0.61712348,0.66149372,0.48618934,0.17608926,0.74995518,-0.49680805,0.70787716,0.23430149,0.103735521,-0.010675653,0.103735521,0.103735521
